title,issn_print,issn-l,apc_currency,apc_amount,
Journal of Asian Architecture and Building Engineering,1346-7581,1347-2852,USD,1200,
Journal of Asian Architecture and Building Engineering,1346-7581,1347-2852,GBP,925,
Journal of Asian Architecture and Building Engineering,1346-7581,1347-2852,EUR,1060,
Journal of Asian Ceramic Societies,n/a,2187-0764,USD,1200,
Journal of Asian Ceramic Societies,n/a,2187-0764,GBP,925,
Journal of Asian Ceramic Societies,n/a,2187-0764,EUR,1060,
Journal of Asian Natural Products Research,1028-6020,1477-2213,USD,3500,
Journal of Asian Natural Products Research,1028-6020,1477-2213,GBP,2690,
Journal of Asian Natural Products Research,1028-6020,1477-2213,EUR,3095,
Journal of Asian Public Policy,1751-6234,1751-6242,USD,2995,
Journal of Asian Public Policy,1751-6234,1751-6242,GBP,2295,
Journal of Asian Public Policy,1751-6234,1751-6242,EUR,2650,
Journal of Asthma,0277-0903,1532-4303,USD,3500,
Journal of Asthma,0277-0903,1532-4303,GBP,2690,
Journal of Asthma,0277-0903,1532-4303,EUR,3095,
Journal of Australian Studies,1444-3058,1835-6419,USD,3300,
Journal of Australian Studies,1444-3058,1835-6419,GBP,2540,
Journal of Australian Studies,1444-3058,1835-6419,EUR,2920,
Journal of Balkan and Near Eastern Studies,1944-8953,1944-8961,USD,2995,
Journal of Balkan and Near Eastern Studies,1944-8953,1944-8961,GBP,2295,
Journal of Balkan and Near Eastern Studies,1944-8953,1944-8961,EUR,2650,
Journal of Baltic Studies,0162-9778,1751-7877,USD,2995,
Journal of Baltic Studies,0162-9778,1751-7877,GBP,2295,
Journal of Baltic Studies,0162-9778,1751-7877,EUR,2650,
Journal of Behavioral Finance,1542-7560,1542-7579,USD,2800,
Journal of Behavioral Finance,1542-7560,1542-7579,GBP,2155,
Journal of Behavioral Finance,1542-7560,1542-7579,EUR,2475,
Journal of Beliefs & Values,1361-7672,1469-9362,USD,2995,
Journal of Beliefs & Values,1361-7672,1469-9362,GBP,2295,
Journal of Beliefs & Values,1361-7672,1469-9362,EUR,2650,
Journal of Binocular Vision and Ocular Motility,2576-117X,2576-1218,USD,3300,
Journal of Binocular Vision and Ocular Motility,2576-117X,2576-1218,GBP,2540,
Journal of Binocular Vision and Ocular Motility,2576-117X,2576-1218,EUR,2920,
Journal of Biological Dynamics,1751-3758,1751-3766,USD,1500,
Journal of Biological Dynamics,1751-3758,1751-3766,GBP,1155,
Journal of Biological Dynamics,1751-3758,1751-3766,EUR,1320,
Journal of Biological Education,0021-9266,2157-6009,USD,2800,
Journal of Biological Education,0021-9266,2157-6009,GBP,2155,
Journal of Biological Education,0021-9266,2157-6009,EUR,2475,
"Journal of Biomaterials Science, Polymer Edition",0920-5063,1568-5624,USD,3500,
"Journal of Biomaterials Science, Polymer Edition",0920-5063,1568-5624,GBP,2690,
"Journal of Biomaterials Science, Polymer Edition",0920-5063,1568-5624,EUR,3095,
Journal of Biomolecular Structure and Dynamics,0739-1102,1538-0254,USD,3500,
Journal of Biomolecular Structure and Dynamics,0739-1102,1538-0254,GBP,2690,
Journal of Biomolecular Structure and Dynamics,0739-1102,1538-0254,EUR,3095,
Journal of Biopharmaceutical Statistics,1054-3406,1520-5711,USD,2995,
Journal of Biopharmaceutical Statistics,1054-3406,1520-5711,GBP,2295,
Journal of Biopharmaceutical Statistics,1054-3406,1520-5711,EUR,2650,
Journal of Bisexuality,1529-9716,1529-9724,USD,2995,
Journal of Bisexuality,1529-9716,1529-9724,GBP,2295,
Journal of Bisexuality,1529-9716,1529-9724,EUR,2650,
Journal of Borderlands Studies,0886-5655,2159-1229,USD,2800,
Journal of Borderlands Studies,0886-5655,2159-1229,GBP,2155,
Journal of Borderlands Studies,0886-5655,2159-1229,EUR,2475,
Journal of Broadcasting & Electronic Media,0883-8151,1550-6878,USD,2995,
Journal of Broadcasting & Electronic Media,0883-8151,1550-6878,GBP,2295,
Journal of Broadcasting & Electronic Media,0883-8151,1550-6878,EUR,2650,
Journal of Bryology,0373-6687,1743-2820,USD,2995,
Journal of Bryology,0373-6687,1743-2820,GBP,2295,
Journal of Bryology,0373-6687,1743-2820,EUR,2650,
Journal of Building Performance Simulation,1940-1493,1940-1507,USD,3300,
Journal of Building Performance Simulation,1940-1493,1940-1507,GBP,2540,
Journal of Building Performance Simulation,1940-1493,1940-1507,EUR,2920,
Journal of Business & Economic Statistics,0735-0015,1537-2707,USD,3500,
Journal of Business & Economic Statistics,0735-0015,1537-2707,GBP,2690,
Journal of Business & Economic Statistics,0735-0015,1537-2707,EUR,3095,
Journal of Business & Finance Librarianship,0896-3568,1547-0644,USD,2995,
Journal of Business & Finance Librarianship,0896-3568,1547-0644,GBP,2295,
Journal of Business & Finance Librarianship,0896-3568,1547-0644,EUR,2650,
Journal of Business Analytics,2573-234X,2573-2358,USD,2995,
Journal of Business Analytics,2573-234X,2573-2358,GBP,2295,
Journal of Business Analytics,2573-234X,2573-2358,EUR,2650,
Journal of Business to Business Marketing,1051-712X,1547-0628,USD,2995,
Journal of Business to Business Marketing,1051-712X,1547-0628,GBP,2295,
Journal of Business to Business Marketing,1051-712X,1547-0628,EUR,2650,
Journal of Carbohydrate Chemistry,0732-8303,1532-2327,USD,2995,
Journal of Carbohydrate Chemistry,0732-8303,1532-2327,GBP,2295,
Journal of Carbohydrate Chemistry,0732-8303,1532-2327,EUR,2650,
Journal of Change Management,1469-7017,1479-1811,USD,2995,
Journal of Change Management,1469-7017,1479-1811,GBP,2295,
Journal of Change Management,1469-7017,1479-1811,EUR,2650,
Journal of Chemotherapy,1120-009X,1973-9478,USD,3500,
Journal of Chemotherapy,1120-009X,1973-9478,GBP,2690,
Journal of Chemotherapy,1120-009X,1973-9478,EUR,3095,
Journal of Child & Adolescent Mental Health,1728-0583,1728-0591,USD,2995,
Journal of Child & Adolescent Mental Health,1728-0583,1728-0591,GBP,2295,
Journal of Child & Adolescent Mental Health,1728-0583,1728-0591,EUR,2650,
Journal of Child & Adolescent Substance Abuse,1067-828X,1547-0652,USD,3500,
Journal of Child & Adolescent Substance Abuse,1067-828X,1547-0652,GBP,2690,
Journal of Child & Adolescent Substance Abuse,1067-828X,1547-0652,EUR,3095,
Journal of Child and Adolescent Counseling,2372-7810,2372-7829,USD,2995,
Journal of Child and Adolescent Counseling,2372-7810,2372-7829,GBP,2295,
Journal of Child and Adolescent Counseling,2372-7810,2372-7829,EUR,2650,
Journal of Child Psychotherapy,0075-417X,1469-9370,USD,2995,
Journal of Child Psychotherapy,0075-417X,1469-9370,GBP,2295,
Journal of Child Psychotherapy,0075-417X,1469-9370,EUR,2650,
Journal of Child Sexual Abuse,1053-8712,1547-0679,USD,2995,
Journal of Child Sexual Abuse,1053-8712,1547-0679,GBP,2295,
Journal of Child Sexual Abuse,1053-8712,1547-0679,EUR,2650,
Journal of Children and Media,1748-2798,1748-2801,USD,2995,
Journal of Children and Media,1748-2798,1748-2801,GBP,2295,
Journal of Children and Media,1748-2798,1748-2801,EUR,2650,
Journal of China Tourism Research,1938-8160,1938-8179,USD,2995,
Journal of China Tourism Research,1938-8160,1938-8179,GBP,2295,
Journal of China Tourism Research,1938-8160,1938-8179,EUR,2650,
Journal of Chinese Cinemas,1750-8061,1750-807X,USD,3300,
Journal of Chinese Cinemas,1750-8061,1750-807X,GBP,2540,
Journal of Chinese Cinemas,1750-8061,1750-807X,EUR,2920,
Journal of Chinese Economic and Business Studies,1476-5284,1476-5292,USD,2995,
Journal of Chinese Economic and Business Studies,1476-5284,1476-5292,GBP,2295,
Journal of Chinese Economic and Business Studies,1476-5284,1476-5292,EUR,2650,
Journal of Chinese Governance,2381-2346,2381-2354,USD,2995,
Journal of Chinese Governance,2381-2346,2381-2354,GBP,2295,
Journal of Chinese Governance,2381-2346,2381-2354,EUR,2650,
Journal of Civil Society,1744-8689,1744-8697,USD,2995,
Journal of Civil Society,1744-8689,1744-8697,GBP,2295,
Journal of Civil Society,1744-8689,1744-8697,EUR,2650,
Journal of Clinical and Experimental Neuropsychology,1380-3395,1744-411X,USD,3500,
Journal of Clinical and Experimental Neuropsychology,1380-3395,1744-411X,GBP,2690,
Journal of Clinical and Experimental Neuropsychology,1380-3395,1744-411X,EUR,3095,
Journal of Clinical Child & Adolescent Psychology,1537-4416,1537-4424,USD,3300,
Journal of Clinical Child & Adolescent Psychology,1537-4416,1537-4424,GBP,2540,
Journal of Clinical Child & Adolescent Psychology,1537-4416,1537-4424,EUR,2920,
Journal of Cognition and Development,1524-8372,1532-7647,GBP,2295,
Journal of Cognition and Development,1524-8372,1532-7647,EUR,2650,
Journal of Cognition and Development,1524-8372,1532-7647,USD,2995,
Journal of Cognitive Psychology,2044-5911,2044-592X,USD,2995,
Journal of Cognitive Psychology,2044-5911,2044-592X,GBP,2295,
Journal of Cognitive Psychology,2044-5911,2044-592X,EUR,2650,
Journal of College and Character,2194-587X,1940-1639,USD,2995,
Journal of College and Character,2194-587X,1940-1639,GBP,2295,
Journal of College and Character,2194-587X,1940-1639,EUR,2650,
Journal of College Student Psychotherapy,8756-8225,1540-4730,USD,2500,
Journal of College Student Psychotherapy,8756-8225,1540-4730,GBP,1925,
Journal of College Student Psychotherapy,8756-8225,1540-4730,EUR,2210,
Journal of Communication in Healthcare,1753-8068,1753-8076,USD,2995,
Journal of Communication in Healthcare,1753-8068,1753-8076,GBP,2295,
Journal of Communication in Healthcare,1753-8068,1753-8076,EUR,2650,
Journal of Community Archaeology & Heritage,2051-8196,2051-820X,USD,2800,
Journal of Community Archaeology & Heritage,2051-8196,2051-820X,GBP,2155,
Journal of Community Archaeology & Heritage,2051-8196,2051-820X,EUR,2475,
Journal of Community Health Nursing,0737-0016,1532-7655,USD,3500,
Journal of Community Health Nursing,0737-0016,1532-7655,GBP,2690,
Journal of Community Health Nursing,0737-0016,1532-7655,EUR,3095,
Journal of Community Hospital Internal Medicine Perspectives,n/a,2000-9666,USD,500,
Journal of Community Hospital Internal Medicine Perspectives,n/a,2000-9666,GBP,385,
Journal of Community Hospital Internal Medicine Perspectives,n/a,2000-9666,EUR,438,
Journal of Community Practice,1070-5422,1543-3706,USD,2995,
Journal of Community Practice,1070-5422,1543-3706,GBP,2295,
Journal of Community Practice,1070-5422,1543-3706,EUR,2650,
Journal of Comparative Policy Analysis,1387-6988,1572-5448,USD,2995,
Journal of Comparative Policy Analysis,1387-6988,1572-5448,GBP,2295,
Journal of Comparative Policy Analysis,1387-6988,1572-5448,EUR,2650,
Journal of Computational and Graphical Statistics,1061-8600,1537-2715,USD,3300,
Journal of Computational and Graphical Statistics,1061-8600,1537-2715,GBP,2540,
Journal of Computational and Graphical Statistics,1061-8600,1537-2715,EUR,2920,
Journal of Computational and Theoretical Transport,2332-4309,2332-4325,USD,2500,
Journal of Computational and Theoretical Transport,2332-4309,2332-4325,GBP,1925,
Journal of Computational and Theoretical Transport,2332-4309,2332-4325,EUR,2210,
Journal of Computer Information Systems,0887-4417,2380-2057,USD,2800,
Journal of Computer Information Systems,0887-4417,2380-2057,GBP,2155,
Journal of Computer Information Systems,0887-4417,2380-2057,EUR,2475,
Journal of Conflict Archaeology,1574-0773,1574-0781,USD,2800,
Journal of Conflict Archaeology,1574-0773,1574-0781,GBP,2155,
Journal of Conflict Archaeology,1574-0773,1574-0781,EUR,2475,
Journal of Constructivist Psychology,1072-0537,1521-0650,USD,2995,
Journal of Constructivist Psychology,1072-0537,1521-0650,GBP,2295,
Journal of Constructivist Psychology,1072-0537,1521-0650,EUR,2650,
Journal of Consumer Health On the Internet,1539-8285,1539-8293,USD,2995,
Journal of Consumer Health On the Internet,1539-8285,1539-8293,GBP,2295,
Journal of Consumer Health On the Internet,1539-8285,1539-8293,EUR,2650,
Journal of Contemporary African Studies,0258-9001,1469-9397,USD,2995,
Journal of Contemporary African Studies,0258-9001,1469-9397,GBP,2295,
Journal of Contemporary African Studies,0258-9001,1469-9397,EUR,2650,
Journal of Contemporary Central and Eastern Europe,2573-9638,2573-9646,USD,2995,
Journal of Contemporary Central and Eastern Europe,2573-9638,2573-9646,GBP,2295,
Journal of Contemporary Central and Eastern Europe,2573-9638,2573-9646,EUR,2650,
Journal of Contemporary China,1067-0564,1469-9400,USD,3300,
Journal of Contemporary China,1067-0564,1469-9400,GBP,2540,
Journal of Contemporary China,1067-0564,1469-9400,EUR,2920,
Journal of Contemporary East Asia Studies,2476-1028,2476-1036,USD,1400,
Journal of Contemporary East Asia Studies,2476-1028,2476-1036,GBP,1075,
Journal of Contemporary East Asia Studies,2476-1028,2476-1036,EUR,1235,
Journal of Contemporary European Studies,1478-2804,1478-2790,USD,3300,
Journal of Contemporary European Studies,1478-2804,1478-2790,GBP,2540,
Journal of Contemporary European Studies,1478-2804,1478-2790,EUR,2920,
Journal of Contemporary Religion,1353-7903,1469-9419,USD,2800,
Journal of Contemporary Religion,1353-7903,1469-9419,GBP,2155,
Journal of Contemporary Religion,1353-7903,1469-9419,EUR,2475,
Journal of Control and Decision,2330-7706,2330-7714,USD,2800,
Journal of Control and Decision,2330-7706,2330-7714,GBP,2155,
Journal of Control and Decision,2330-7706,2330-7714,EUR,2475,
Journal of Convention & Event Tourism,1547-0148,1547-0156,USD,2995,
Journal of Convention & Event Tourism,1547-0148,1547-0156,GBP,2295,
Journal of Convention & Event Tourism,1547-0148,1547-0156,EUR,2650,
Journal of Coordination Chemistry,0095-8972,1029-0389,USD,3500,
Journal of Coordination Chemistry,0095-8972,1029-0389,GBP,2690,
Journal of Coordination Chemistry,0095-8972,1029-0389,EUR,3095,
Journal of Corporate Law Studies,1473-5970,1757-8426,USD,3300,
Journal of Corporate Law Studies,1473-5970,1757-8426,GBP,2540,
Journal of Corporate Law Studies,1473-5970,1757-8426,EUR,2920,
Journal of Cosmetic & Laser Therapy,1476-4172,1476-4180,USD,3300,
Journal of Cosmetic & Laser Therapy,1476-4172,1476-4180,GBP,2540,
Journal of Cosmetic & Laser Therapy,1476-4172,1476-4180,EUR,2920,
Journal of Couple & Relationship Therapy,1533-2691,1533-2683,USD,2995,
Journal of Couple & Relationship Therapy,1533-2691,1533-2683,GBP,2295,
Journal of Couple & Relationship Therapy,1533-2691,1533-2683,EUR,2650,
Journal of Creativity in Mental Health,1540-1383,1540-1391,USD,2995,
Journal of Creativity in Mental Health,1540-1383,1540-1391,GBP,2295,
Journal of Creativity in Mental Health,1540-1383,1540-1391,EUR,2650,
Journal of Crime and Justice,0735-648X,2158-9119,USD,2995,
Journal of Crime and Justice,0735-648X,2158-9119,GBP,2295,
Journal of Crime and Justice,0735-648X,2158-9119,EUR,2650,
Journal of Criminal Justice Education,1051-1253,1745-9117,USD,2995,
Journal of Criminal Justice Education,1051-1253,1745-9117,GBP,2295,
Journal of Criminal Justice Education,1051-1253,1745-9117,EUR,2650,
Journal of Critical Realism,1476-7430,1572-5138,USD,2500,
Journal of Critical Realism,1476-7430,1572-5138,GBP,1925,
Journal of Critical Realism,1476-7430,1572-5138,EUR,2210,
Journal of Crop Improvement,1542-7528,1542-7536,USD,2500,
Journal of Crop Improvement,1542-7528,1542-7536,GBP,1925,
Journal of Crop Improvement,1542-7528,1542-7536,EUR,2210,
Journal of Culinary Science & Technology,1542-8052,1542-8044,USD,3300,
Journal of Culinary Science & Technology,1542-8052,1542-8044,GBP,2540,
Journal of Culinary Science & Technology,1542-8052,1542-8044,EUR,2920,
Journal of Cultural Economy,1753-0350,1753-0369,USD,3300,
Journal of Cultural Economy,1753-0350,1753-0369,GBP,2540,
Journal of Cultural Economy,1753-0350,1753-0369,EUR,2920,
Journal of Cultural Geography,0887-3631,1940-6320,USD,2800,
Journal of Cultural Geography,0887-3631,1940-6320,GBP,2155,
Journal of Cultural Geography,0887-3631,1940-6320,EUR,2475,
Journal of Current Issues & Research in Advertising,1064-1734,2164-7313,USD,2995,
Journal of Current Issues & Research in Advertising,1064-1734,2164-7313,GBP,2295,
Journal of Current Issues & Research in Advertising,1064-1734,2164-7313,EUR,2650,
Journal of Curriculum and Pedagogy,1550-5170,2156-8154,USD,2995,
Journal of Curriculum and Pedagogy,1550-5170,2156-8154,GBP,2295,
Journal of Curriculum and Pedagogy,1550-5170,2156-8154,EUR,2650,
Journal of Curriculum Studies,0022-0272,1366-5839,USD,2995,
Journal of Curriculum Studies,0022-0272,1366-5839,GBP,2295,
Journal of Curriculum Studies,0022-0272,1366-5839,EUR,2650,
Journal of Cyber Policy,2373-8871,2373-8898,USD,2995,
Journal of Cyber Policy,2373-8871,2373-8898,GBP,2295,
Journal of Cyber Policy,2373-8871,2373-8898,EUR,2650,
Journal of Cyber Security Technology,2374-2917,2374-2925,USD,2995,
Journal of Cyber Security Technology,2374-2917,2374-2925,GBP,2295,
Journal of Cyber Security Technology,2374-2917,2374-2925,EUR,2650,
Journal of Dance Education,1529-0824,2158-074X,USD,2995,
Journal of Dance Education,1529-0824,2158-074X,GBP,2295,
Journal of Dance Education,1529-0824,2158-074X,EUR,2650,
Journal of Decision Systems,1246-0125,2116-7052,USD,2800,
Journal of Decision Systems,1246-0125,2116-7052,GBP,2155,
Journal of Decision Systems,1246-0125,2116-7052,EUR,2475,
Journal of Dermatological Treatment,0954-6634,1471-1753,USD,3500,
Journal of Dermatological Treatment,0954-6634,1471-1753,GBP,2690,
Journal of Dermatological Treatment,0954-6634,1471-1753,EUR,3095,
Journal of Development Effectiveness,1943-9342,1943-9407,USD,2995,
Journal of Development Effectiveness,1943-9342,1943-9407,GBP,2295,
Journal of Development Effectiveness,1943-9342,1943-9407,EUR,2650,
Journal of Development Studies,0022-0388,1743-9140,USD,3500,
Journal of Development Studies,0022-0388,1743-9140,GBP,2690,
Journal of Development Studies,0022-0388,1743-9140,EUR,3095,
Journal of Dietary Supplements,1939-0211,1939-022X,USD,2995,
Journal of Dietary Supplements,1939-0211,1939-022X,GBP,2295,
Journal of Dietary Supplements,1939-0211,1939-022X,EUR,2650,
Journal of Difference Equations and Applications,1023-6198,1563-5120,USD,2800,
Journal of Difference Equations and Applications,1023-6198,1563-5120,GBP,2155,
Journal of Difference Equations and Applications,1023-6198,1563-5120,EUR,2475,
Journal of Digital Learning in Teacher Education,2153-2974,2332-7383,USD,2995,
Journal of Digital Learning in Teacher Education,2153-2974,2332-7383,GBP,2095,
Journal of Digital Learning in Teacher Education,2153-2974,2332-7383,EUR,2495,
Journal of Disability & Religion,2331-2521,2331-253X,USD,2995,
Journal of Disability & Religion,2331-2521,2331-253X,GBP,2295,
Journal of Disability & Religion,2331-2521,2331-253X,EUR,2650,
Journal of Dispersion Science and Technology,0193-2691,1532-2351,USD,3500,
Journal of Dispersion Science and Technology,0193-2691,1532-2351,GBP,2690,
Journal of Dispersion Science and Technology,0193-2691,1532-2351,EUR,3095,
Journal of Divorce & Remarriage,1050-2556,1540-4811,USD,2995,
Journal of Divorce & Remarriage,1050-2556,1540-4811,GBP,2295,
Journal of Divorce & Remarriage,1050-2556,1540-4811,EUR,2650,
Journal of Drug Assessment,n/a,2155-6660,USD,1000,
Journal of Drug Assessment,n/a,2155-6660,GBP,770,
Journal of Drug Assessment,n/a,2155-6660,EUR,885,
Journal of Drug Targeting,1061-186X,1029-2330,USD,3500,
Journal of Drug Targeting,1061-186X,1029-2330,GBP,2690,
Journal of Drug Targeting,1061-186X,1029-2330,EUR,3095,
Journal of Dual Diagnosis,1550-4263,1550-4271,USD,2995,
Journal of Dual Diagnosis,1550-4263,1550-4271,GBP,2295,
Journal of Dual Diagnosis,1550-4263,1550-4271,EUR,2650,
Journal of Early Childhood Teacher Education,1090-1027,1745-5642,USD,2995,
Journal of Early Childhood Teacher Education,1090-1027,1745-5642,GBP,2295,
Journal of Early Childhood Teacher Education,1090-1027,1745-5642,EUR,2650,
Journal of Early Christian History,2222-582X,2471-4054,USD,2800,
Journal of Early Christian History,2222-582X,2471-4054,GBP,2155,
Journal of Early Christian History,2222-582X,2471-4054,EUR,2475,
Journal of Earthquake Engineering,1363-2469,1559-808X,USD,2995,
Journal of Earthquake Engineering,1363-2469,1559-808X,GBP,2295,
Journal of Earthquake Engineering,1363-2469,1559-808X,EUR,2650,
Journal of East-West Business,1066-9868,1528-6959,USD,2995,
Journal of East-West Business,1066-9868,1528-6959,GBP,2295,
Journal of East-West Business,1066-9868,1528-6959,EUR,2650,
Journal of Eastern African Studies,1753-1055,1753-1063,USD,2995,
Journal of Eastern African Studies,1753-1055,1753-1063,GBP,2295,
Journal of Eastern African Studies,1753-1055,1753-1063,EUR,2650,
Journal of Ecohydraulics,2470-5357,2470-5365,USD,2995,
Journal of Ecohydraulics,2470-5357,2470-5365,GBP,2295,
Journal of Ecohydraulics,2470-5357,2470-5365,EUR,2650,
Journal of Economic Issues,0021-3624,1946-326X,USD,2800,
Journal of Economic Issues,0021-3624,1946-326X,GBP,2155,
Journal of Economic Issues,0021-3624,1946-326X,EUR,2475,
Journal of Economic Methodology,1350-178X,1469-9427,USD,2800,
Journal of Economic Methodology,1350-178X,1469-9427,GBP,2155,
Journal of Economic Methodology,1350-178X,1469-9427,EUR,2475,
Journal of Economic Policy Reform,1748-7870,1748-7889,USD,2800,
Journal of Economic Policy Reform,1748-7870,1748-7889,GBP,2155,
Journal of Economic Policy Reform,1748-7870,1748-7889,EUR,2475,
Journal of Ecotourism,1472-4049,1747-7638,USD,2995,
Journal of Ecotourism,1472-4049,1747-7638,GBP,2295,
Journal of Ecotourism,1472-4049,1747-7638,EUR,2650,
Journal of Education and Work,1363-9080,1469-9435,USD,2995,
Journal of Education and Work,1363-9080,1469-9435,GBP,2295,
Journal of Education and Work,1363-9080,1469-9435,EUR,2650,
Journal of Education for Business,0883-2323,1940-3356,USD,2995,
Journal of Education for Business,0883-2323,1940-3356,GBP,2295,
Journal of Education for Business,0883-2323,1940-3356,EUR,2650,
Journal of Education for Students Placed at Risk (JESPAR),1082-4669,1532-7671,USD,2995,
Journal of Education for Students Placed at Risk (JESPAR),1082-4669,1532-7671,GBP,2295,
Journal of Education for Students Placed at Risk (JESPAR),1082-4669,1532-7671,EUR,2650,
Journal of Education for Teaching,0260-7476,1360-0540,USD,2995,
Journal of Education for Teaching,0260-7476,1360-0540,GBP,2295,
Journal of Education for Teaching,0260-7476,1360-0540,EUR,2650,
Journal of Education Policy,0268-0939,1464-5106,USD,2800,
Journal of Education Policy,0268-0939,1464-5106,GBP,2155,
Journal of Education Policy,0268-0939,1464-5106,EUR,2475,
Journal of Educational Administration and History,0022-0620,1478-7431,USD,2995,
Journal of Educational Administration and History,0022-0620,1478-7431,GBP,2295,
Journal of Educational Administration and History,0022-0620,1478-7431,EUR,2650,
Journal of Educational and Psychological Consultation,1047-4412,1532-768X,GBP,2295,
Journal of Educational and Psychological Consultation,1047-4412,1532-768X,EUR,2650,
Journal of Educational and Psychological Consultation,1047-4412,1532-768X,USD,2995,
Journal of Elder Abuse & Neglect,0894-6566,1540-4129,USD,2995,
Journal of Elder Abuse & Neglect,0894-6566,1540-4129,GBP,2295,
Journal of Elder Abuse & Neglect,0894-6566,1540-4129,EUR,2650,
"Journal of Elections, Public Opinion and Parties",1745-7289,1745-7297,USD,2995,
"Journal of Elections, Public Opinion and Parties",1745-7289,1745-7297,GBP,2295,
"Journal of Elections, Public Opinion and Parties",1745-7289,1745-7297,EUR,2650,
Journal of Electromagnetic Waves and Applications,0920-5071,1569-3937,USD,2500,
Journal of Electromagnetic Waves and Applications,0920-5071,1569-3937,GBP,1925,
Journal of Electromagnetic Waves and Applications,0920-5071,1569-3937,EUR,2210,
Journal of Electronic Resources in Medical Libraries,1542-4065,1542-4073,USD,2995,
Journal of Electronic Resources in Medical Libraries,1542-4065,1542-4073,GBP,2295,
Journal of Electronic Resources in Medical Libraries,1542-4065,1542-4073,EUR,2650,
Journal of Electronic Resources Librarianship,1941-126X,1941-1278,USD,2995,
Journal of Electronic Resources Librarianship,1941-126X,1941-1278,GBP,2295,
Journal of Electronic Resources Librarianship,1941-126X,1941-1278,EUR,2650,
"Journal of Endocrinology, Metabolism and Diabetes of South Africa",1608-9677,2220-1009,USD,1500,
"Journal of Endocrinology, Metabolism and Diabetes of South Africa",1608-9677,2220-1009,GBP,1155,
"Journal of Endocrinology, Metabolism and Diabetes of South Africa",1608-9677,2220-1009,EUR,1325,
Journal of Energetic Materials,0737-0652,1545-8822,USD,3300,
Journal of Energetic Materials,0737-0652,1545-8822,GBP,2540,
Journal of Energetic Materials,0737-0652,1545-8822,EUR,2920,
Journal of Energy & Natural Resources Law,0264-6811,2376-4538,USD,2995,
Journal of Energy & Natural Resources Law,0264-6811,2376-4538,GBP,2295,
Journal of Energy & Natural Resources Law,0264-6811,2376-4538,EUR,2650,
Journal of Engineering Design,0954-4828,1466-1837,USD,2995,
Journal of Engineering Design,0954-4828,1466-1837,GBP,2295,
Journal of Engineering Design,0954-4828,1466-1837,EUR,2650,
Journal of Enterprise Transformation,1948-8289,1948-8297,USD,2995,
Journal of Enterprise Transformation,1948-8289,1948-8297,GBP,2095,
Journal of Enterprise Transformation,1948-8289,1948-8297,EUR,2495,
Journal of Environmental Economics and Policy,2160-6544,2160-6552,USD,2995,
Journal of Environmental Economics and Policy,2160-6544,2160-6552,GBP,2295,
Journal of Environmental Economics and Policy,2160-6544,2160-6552,EUR,2650,
Journal of Environmental Planning and Management,0964-0568,1360-0559,USD,2995,
Journal of Environmental Planning and Management,0964-0568,1360-0559,GBP,2295,
Journal of Environmental Planning and Management,0964-0568,1360-0559,EUR,2650,
Journal of Environmental Policy & Planning,1523-908X,1522-7200,USD,2800,
Journal of Environmental Policy & Planning,1523-908X,1522-7200,GBP,2155,
Journal of Environmental Policy & Planning,1523-908X,1522-7200,EUR,2475,
"Journal of Environmental Science and Health, Part A",1093-4529,1532-4117,USD,3500,
"Journal of Environmental Science and Health, Part A",1093-4529,1532-4117,GBP,2690,
"Journal of Environmental Science and Health, Part A",1093-4529,1532-4117,EUR,3095,
"Journal of Environmental Science and Health, Part B",0360-1234,1532-4109,USD,3300,
"Journal of Environmental Science and Health, Part B",0360-1234,1532-4109,GBP,2540,
"Journal of Environmental Science and Health, Part B",0360-1234,1532-4109,EUR,2920,
"Journal of Environmental Science and Health, Part C",2689-6583,2689-6591,USD,3300,
"Journal of Environmental Science and Health, Part C",2689-6583,2689-6591,GBP,2540,
"Journal of Environmental Science and Health, Part C",2689-6583,2689-6591,EUR,2920,
Journal of Enzyme Inhibition and Medicinal Chemistry,1475-6366,1475-6374,USD,1950,
Journal of Enzyme Inhibition and Medicinal Chemistry,1475-6366,1475-6374,GBP,1500,
Journal of Enzyme Inhibition and Medicinal Chemistry,1475-6366,1475-6374,EUR,1725,
Journal of Essential Oil Research,1041-2905,2163-8152,USD,2995,
Journal of Essential Oil Research,1041-2905,2163-8152,GBP,2295,
Journal of Essential Oil Research,1041-2905,2163-8152,EUR,2650,
Journal of Ethnic & Cultural Diversity in Social Work,1531-3204,1531-3212,USD,2995,
Journal of Ethnic & Cultural Diversity in Social Work,1531-3204,1531-3212,GBP,2295,
Journal of Ethnic & Cultural Diversity in Social Work,1531-3204,1531-3212,EUR,2650,
Journal of Ethnic and Migration Studies,1369-183X,1469-9451,USD,3500,
Journal of Ethnic and Migration Studies,1369-183X,1469-9451,GBP,2690,
Journal of Ethnic and Migration Studies,1369-183X,1469-9451,EUR,3095,
Journal of Ethnicity in Criminal Justice,1537-7938,1537-7946,USD,2995,
Journal of Ethnicity in Criminal Justice,1537-7938,1537-7946,GBP,2295,
Journal of Ethnicity in Criminal Justice,1537-7938,1537-7946,EUR,2650,
Journal of Ethnicity in Substance Abuse,1533-2640,1533-2659,USD,3500,
Journal of Ethnicity in Substance Abuse,1533-2640,1533-2659,GBP,2690,
Journal of Ethnicity in Substance Abuse,1533-2640,1533-2659,EUR,3095,
Journal of European CME,n/a,2161-4083,USD,1413,
