issn,journal_title,accurate_title,author_instructions,editorial_board,facebook_url,home_page_url,is_society_journal,linkedin_url,society_organization,society_organization_url,twitter_page_url,wikidata_url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0160-7987,Social science & medicine,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q7550785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0016-0032,Journal of the Franklin Institute,,http://www.elsevier.com/journals/journal-of-the-franklin-institute/0016-0032/guide-for-authors,https://www.journals.elsevier.com/journal-of-the-franklin-institute/editorial-board,,https://www.journals.elsevier.com/journal-of-the-franklin-institute,FALSE,,,,,https://www.wikidata.org/wiki/Q3810626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0032-5791,Poultry science,,http://www.elsevier.com/journals/poultry-science/0032-5791/guide-for-authors,https://www.journals.elsevier.com/poultry-science/editorial-board,,https://www.journals.elsevier.com/poultry-science,FALSE,,,,,https://www.wikidata.org/wiki/Q1999242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0008-3860,Canadian Institute of Food Technology journal,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q68171845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769-6860,EMC - Podologie,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96698008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352-3204,Regenerative therapy,,https://www.elsevier.com/journals/regenerative-therapy/2352-3204/guide-for-authors,https://www.journals.elsevier.com/regenerative-therapy/editorial-board,,https://www.journals.elsevier.com/regenerative-therapy,FALSE,,,,,https://www.wikidata.org/wiki/Q50817062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0021-8928,Journal of applied mathematics and mechanics,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q13360591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522-1865,Cardiovascular radiation medicine,,,,https://www.facebook.com/CardiovascRevascMed/,,FALSE,,,,,https://www.wikidata.org/wiki/Q27714601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666-6030,International journal of intelligent networks,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211-9493,Trends in neuroscience and education,,https://www.elsevier.com/journals/trends-in-neuroscience-and-education/2211-9493/guide-for-authors,https://www.journals.elsevier.com/trends-in-neuroscience-and-education/editorial-board,,https://www.journals.elsevier.com/trends-in-neuroscience-and-education,FALSE,,,,,https://www.wikidata.org/wiki/Q27725297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352-6475,International journal of women’s dermatology,,http://www.elsevier.com/journals/international-journal-of-womens-dermatology/2352-6475/guide-for-authors,https://www.journals.elsevier.com/international-journal-of-womens-dermatology/editorial-board,https://business.facebook.com/IJWDerm/,https://www.journals.elsevier.com/international-journal-of-womens-dermatology,FALSE,,,,,https://www.wikidata.org/wiki/Q27726373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0304-3770,Aquatic botany,,http://www.elsevier.com/journals/aquatic-botany/0304-3770/guide-for-authors,https://www.journals.elsevier.com/aquatic-botany/editorial-board,,https://www.journals.elsevier.com/aquatic-botany,FALSE,,,,,https://www.wikidata.org/wiki/Q4782787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0892-9270,Space technology,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q27714992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872-115X,Update on cancer therapeutics,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q15760243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0584-8539,Spectrochimica acta,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q27714929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0301-4797,Journal of environmental management,,http://www.elsevier.com/journals/journal-of-environmental-management/0301-4797/guide-for-authors,https://www.journals.elsevier.com/journal-of-environmental-management/editorial-board,,https://www.journals.elsevier.com/journal-of-environmental-management,FALSE,,,,,https://www.wikidata.org/wiki/Q15757726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405-5352,International journal of e-navigation and maritime economy,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q50817417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049-3867,Women's health issues,,http://www.elsevier.com/journals/womens-health-issues/1049-3867/guide-for-authors,https://www.journals.elsevier.com/womens-health-issues/editorial-board,,https://www.journals.elsevier.com/womens-health-issues,FALSE,,,,,https://www.wikidata.org/wiki/Q15757363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0014-3057,European polymer journal,,http://www.elsevier.com/journals/european-polymer-journal/0014-3057/guide-for-authors,https://www.journals.elsevier.com/european-polymer-journal/editorial-board,,https://www.journals.elsevier.com/european-polymer-journal,FALSE,,,,,https://www.wikidata.org/wiki/Q5413028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0747-5632,Computers in human behavior,,http://www.elsevier.com/journals/computers-in-human-behavior/0747-5632/guide-for-authors,https://www.journals.elsevier.com/computers-in-human-behavior/editorial-board,,https://www.journals.elsevier.com/computers-in-human-behavior,FALSE,,,,,https://www.wikidata.org/wiki/Q15758468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0174-3031,"Zentralblatt für Bakteriologie, Mikrobiologie und Hygiene. 1. Abt. Originale. A, Medizinische Mikrobiologie, Infektionskrankheiten und Parasitologie",,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q27714810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213-9974,International journal of dental science and research,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q63882937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0167-8817,Mutation research,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q6943732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0141-3910,Polymer degradation and stability,,http://www.elsevier.com/journals/polymer-degradation-and-stability/0141-3910/guide-for-authors,https://www.journals.elsevier.com/polymer-degradation-and-stability/editorial-board,,https://www.journals.elsevier.com/polymer-degradation-and-stability,FALSE,,,,,https://www.wikidata.org/wiki/Q15764151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0738-0593,International journal of educational development,,https://www.elsevier.com/journals/international-journal-of-educational-development/0738-0593/guide-for-authors,https://www.journals.elsevier.com/international-journal-of-educational-development/editorial-board,,https://www.journals.elsevier.com/international-journal-of-educational-development,FALSE,,,,,https://www.wikidata.org/wiki/Q15761477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667-0623,"Annales de dermatologie et de vénéréologie, FMC",,http://www.elsevier.com/journals/annales-de-dermatologie-et-de-venereologie-fmc/2667-0623/guide-for-authors,https://www.journals.elsevier.com/annales-de-dermatologie-et-de-venereologie-fmc/editorial-board,,https://www.journals.elsevier.com/annales-de-dermatologie-et-de-venereologie-fmc,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535-1513,The year book of plastic and aesthetic surgery,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96733949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472-7862,Journal of supramolecular chemistry,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96329473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529-993X,Enfermedades infecciosas y microbiología clínica,,http://www.elsevier.com/journals/enfermedades-infecciosas-y-microbiologia-clinica-english-edition/2529-993x/guide-for-authors,https://www.journals.elsevier.com/enfermedades-infecciosas-y-microbiologia-clinica-english-edition/editorial-board,,https://www.journals.elsevier.com/enfermedades-infecciosas-y-microbiologia-clinica-english-edition,FALSE,,,,,https://www.wikidata.org/wiki/Q63882901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666-7592,Energy geoscience,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96698476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875-5372,Rare metal materials and engineering,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q26840021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632-3475,Encyclopédie médico-chirurgicale,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q93660540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377-4732,Revista española de medicina legal,,http://www.elsevier.com/journals/revista-espanola-de-medicina-legal/0377-4732/guide-for-authors,https://www.journals.elsevier.com/revista-espanola-de-medicina-legal/editorial-board,,https://www.journals.elsevier.com/revista-espanola-de-medicina-legal,FALSE,,,,,https://www.wikidata.org/wiki/Q58011546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666-3511,Sensors international,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96730445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0166-0934,Journal of virological methods,,http://www.elsevier.com/journals/journal-of-virological-methods/0166-0934/guide-for-authors,https://www.journals.elsevier.com/journal-of-virological-methods/editorial-board,,https://www.journals.elsevier.com/journal-of-virological-methods,FALSE,,,,,https://www.wikidata.org/wiki/Q15749961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0385-6380,Journal of fermentation technology,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q29043934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0739-5930,The year book of digestive diseases,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0141-0229,Enzyme and microbial technology,,http://www.elsevier.com/journals/enzyme-and-microbial-technology/0141-0229/guide-for-authors,https://www.journals.elsevier.com/enzyme-and-microbial-technology/editorial-board,,https://www.journals.elsevier.com/enzyme-and-microbial-technology,FALSE,,,,,https://www.wikidata.org/wiki/Q5381542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0326-4610,Revista argentina de endocrinología y metabolismo,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96331617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0732-118X,New ideas in psychology,,http://www.elsevier.com/journals/new-ideas-in-psychology/0732-118x/guide-for-authors,https://www.journals.elsevier.com/new-ideas-in-psychology/editorial-board,,https://www.journals.elsevier.com/new-ideas-in-psychology,FALSE,,,,,https://www.wikidata.org/wiki/Q15754602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0020-7381,International journal of mass spectrometry and ion physics,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q53952641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477-3627,Targets,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q53952808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0163-7258,Pharmacology & therapeutics,,http://www.elsevier.com/journals/pharmacology-and-therapeutics/0163-7258/guide-for-authors,https://www.journals.elsevier.com/pharmacology-and-therapeutics/editorial-board,,https://www.journals.elsevier.com/pharmacology-and-therapeutics,FALSE,,,,,https://www.wikidata.org/wiki/Q3378596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138-6045,Revista iberoamericana de fisioterapia y kinesiología,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q56760405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634-7080,Encyclopédie médico-chirurgicale,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q93660540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323-8930,Allergology international,,http://www.elsevier.com/journals/allergology-international/1323-8930/guide-for-authors,https://www.journals.elsevier.com/allergology-international/editorial-board,,https://www.journals.elsevier.com/allergology-international,FALSE,,,,,https://www.wikidata.org/wiki/Q15762784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877-7503,Journal of computational science,,http://www.elsevier.com/journals/journal-of-computational-science/1877-7503/guide-for-authors,https://www.journals.elsevier.com/journal-of-computational-science/editorial-board,,https://www.journals.elsevier.com/journal-of-computational-science,FALSE,,,,,https://www.wikidata.org/wiki/Q15816657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666-1020,Organs-on-a-chip,,http://www.elsevier.com/journals/organs-on-a-chip/2666-1020/guide-for-authors,https://www.journals.elsevier.com/organs-on-a-chip/editorial-board,,https://www.journals.elsevier.com/organs-on-a-chip,FALSE,,,,,https://www.wikidata.org/wiki/Q96722707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0143-4179,Neuropeptides,,http://www.elsevier.com/journals/neuropeptides/0143-4179/guide-for-authors,https://www.journals.elsevier.com/neuropeptides/editorial-board,,https://www.journals.elsevier.com/neuropeptides,FALSE,,,,https://twitter.com/#!/search/%23NEUROPEPTIDES,https://www.wikidata.org/wiki/Q15751202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666-5719,F&S reviews,,http://www.elsevier.com/journals/fands-reviews/2666-5719/guide-for-authors,https://www.journals.elsevier.com/fands-reviews/editorial-board,,https://www.journals.elsevier.com/fands-reviews,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666-9676,Journal of liver transplantation,,http://www.elsevier.com/journals/journal-of-liver-transplantation/2666-9676/guide-for-authors,https://www.journals.elsevier.com/journal-of-liver-transplantation/editorial-board,,https://www.journals.elsevier.com/journal-of-liver-transplantation,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878-8750,World neurosurgery,,http://www.elsevier.com/journals/world-neurosurgery/1878-8750/guide-for-authors,https://www.journals.elsevier.com/world-neurosurgery/editorial-board,https://www.facebook.com/pages/World-Neurosurgery/1553179184908448,https://www.journals.elsevier.com/world-neurosurgery,FALSE,,,,https://twitter.com/WorldNeurosurg,https://www.wikidata.org/wiki/Q26853866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405-8823,Pacific science review,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96723101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083-0081,Journal of vascular access devices,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96330202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130-8621,Enfermería clínica,,http://www.elsevier.com/journals/enfermeria-clinica/1130-8621/guide-for-authors,https://www.journals.elsevier.com/enfermeria-clinica/editorial-board,,https://www.journals.elsevier.com/enfermeria-clinica,FALSE,,,,https://twitter.com/enfclinica,https://www.wikidata.org/wiki/Q27721260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135-3074,Revista española de nutrición comunitaria,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q89885029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666-2027,International journal of thermofluids,,http://www.elsevier.com/journals/international-journal-of-thermofluids/2666-2027/guide-for-authors,https://www.journals.elsevier.com/international-journal-of-thermofluids/editorial-board,,https://www.journals.elsevier.com/international-journal-of-thermofluids,FALSE,,,,,https://www.wikidata.org/wiki/Q96707518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0304-2995,Nature et ressources,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96717789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352-6483,Smart health,,http://www.elsevier.com/journals/smart-health/2352-6483/guide-for-authors,https://www.journals.elsevier.com/smart-health/editorial-board,,https://www.journals.elsevier.com/smart-health,FALSE,,,,,https://www.wikidata.org/wiki/Q96319957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0364-9229,The astronomy quarterly,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q68171645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0361-235X,Newsletter - American Intra-Ocular Implant Society,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q68171710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588-9109,International journal of pediatric otorhinolaryngology case reports,,,,,https://www.journals.elsevier.com/international-journal-of-pediatric-otorhinolaryngology-case-reports,FALSE,,,,,https://www.wikidata.org/wiki/Q63882941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003-3928,Annales de cardiologie et d'angéiologie,,https://www.elsevier.com/journals/annales-de-cardiologie-et-dangeiologie/0003-3928/guide-for-authors,https://www.journals.elsevier.com/annales-de-cardiologie-et-dangeiologie/editorial-board,,https://www.journals.elsevier.com/annales-de-cardiologie-et-dangeiologie,FALSE,,,,,https://www.wikidata.org/wiki/Q15755547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405-4569,European urology focus,,http://www.elsevier.com/journals/european-urology-focus/2405-4569/guide-for-authors,https://www.journals.elsevier.com/european-urology-focus/editorial-board,,https://www.journals.elsevier.com/european-urology-focus,FALSE,,,,,https://www.wikidata.org/wiki/Q27726754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0269-7483,Biological wastes,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96328397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667-3258,Fundamental research,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q60117219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0313-5926,Economic analysis and policy,,http://www.elsevier.com/journals/economic-analysis-and-policy/0313-5926/guide-for-authors,https://www.journals.elsevier.com/economic-analysis-and-policy/editorial-board,,https://www.journals.elsevier.com/economic-analysis-and-policy,FALSE,,,,,https://www.wikidata.org/wiki/Q15749410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467-8039,Arthropod structure & development,,http://www.elsevier.com/journals/arthropod-structure-and-development/1467-8039/guide-for-authors,https://www.journals.elsevier.com/arthropod-structure-and-development/editorial-board,,https://www.journals.elsevier.com/arthropod-structure-and-development,FALSE,,,,,https://www.wikidata.org/wiki/Q15751938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0022-3093,Journal of non-crystalline solids,,http://www.elsevier.com/journals/journal-of-non-crystalline-solids/0022-3093/guide-for-authors,https://www.journals.elsevier.com/journal-of-non-crystalline-solids/editorial-board,,https://www.journals.elsevier.com/journal-of-non-crystalline-solids,FALSE,,,,,https://www.wikidata.org/wiki/Q15765885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212-8271,Procedia CIRP,,http://www.elsevier.com/journals/procedia-cirp/2212-8271/guide-for-authors,,,https://www.journals.elsevier.com/procedia-cirp,FALSE,,,,,https://www.wikidata.org/wiki/Q53993377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211-6958,"Discourse, context & media",,https://www.elsevier.com/journals/discourse-context-and-media/2211-6958/guide-for-authors,https://www.journals.elsevier.com/discourse-context-and-media/editorial-board,,https://www.journals.elsevier.com/discourse-context-and-media,FALSE,,,,,https://www.wikidata.org/wiki/Q63882886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041-6080,Learning and individual differences,,https://www.elsevier.com/journals/learning-and-individual-differences/1041-6080/guide-for-authors,https://www.sciencedirect.com/journal/learning-and-individual-differences/about/editorial-board,,https://www.journals.elsevier.com/learning-and-individual-differences,FALSE,,,,,https://www.wikidata.org/wiki/Q6510142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0716-8640,Revista médica Clínica Las Condes,,http://www.elsevier.com/journals/revista-medica-clinica-las-condes/0716-8640/guide-for-authors,https://www.journals.elsevier.com/revista-medica-clinica-las-condes/editorial-board,,https://www.journals.elsevier.com/revista-medica-clinica-las-condes,FALSE,,,,,https://www.wikidata.org/wiki/Q50478595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452-3186,Current research in translational medicine,,http://www.elsevier.com/journals/current-research-in-translational-medicine/2452-3186/guide-for-authors,https://www.journals.elsevier.com/current-research-in-translational-medicine/editorial-board,,https://www.journals.elsevier.com/current-research-in-translational-medicine,FALSE,,,,,https://www.wikidata.org/wiki/Q27727371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762-6137,EMC-Cardiologie angéiologie,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96325432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468-8673,Current opinion in physiology,,http://www.elsevier.com/journals/current-opinion-in-physiology/2468-8673/guide-for-authors,https://www.journals.elsevier.com/current-opinion-in-physiology/editorial-board,,https://www.journals.elsevier.com/current-opinion-in-physiology,FALSE,,,,,https://www.wikidata.org/wiki/Q63882875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026-9185,South African journal of chemical engineering,,http://www.elsevier.com/journals/south-african-journal-of-chemical-engineering/1026-9185/guide-for-authors,https://www.journals.elsevier.com/south-african-journal-of-chemical-engineering/editorial-board,,https://www.journals.elsevier.com/south-african-journal-of-chemical-engineering,FALSE,,,,,https://www.wikidata.org/wiki/Q50497817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443-8461,Journal of osteopathic medicine,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072-3471,The International journal of orthodontia,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96714423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003-3995,Annales de génétique,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q26842398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351-6574,Journal of veterinary anaesthesia,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589-9155,Journal of hydrology,,https://www.elsevier.com/journals/journal-of-hydrology-x/2589-9155/guide-for-authors,https://www.journals.elsevier.com/journal-of-hydrology-x/editorial-board,,https://www.journals.elsevier.com/journal-of-hydrology-x,FALSE,,,,,https://www.wikidata.org/wiki/Q6295314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0951-8320,Reliability engineering & systems safety,,https://www.elsevier.com/journals/reliability-engineering-and-system-safety/0951-8320/guide-for-authors,https://www.journals.elsevier.com/reliability-engineering-and-system-safety/editorial-board,,https://www.journals.elsevier.com/reliability-engineering-and-system-safety,FALSE,,,,,https://www.wikidata.org/wiki/Q15757108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210-7622,Perspectives in vaccinology,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q53952853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0278-4254,Journal of accounting and public policy,,https://www.elsevier.com/journals/journal-of-accounting-and-public-policy/0278-4254/guide-for-authors,https://www.journals.elsevier.com/journal-of-accounting-and-public-policy/editorial-board,,https://www.journals.elsevier.com/journal-of-accounting-and-public-policy,FALSE,,,,,https://www.wikidata.org/wiki/Q15765435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214-7993,Current opinion in food science,,http://www.elsevier.com/journals/current-opinion-in-food-science/2214-7993/guide-for-authors,https://www.journals.elsevier.com/current-opinion-in-food-science/editorial-board,,https://www.journals.elsevier.com/current-opinion-in-food-science,FALSE,,,,,https://www.wikidata.org/wiki/Q27727401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214-5796,Big data research,,https://www.elsevier.com/journals/big-data-research/2214-5796/guide-for-authors,https://www.journals.elsevier.com/big-data-research/editorial-board,,https://www.journals.elsevier.com/big-data-research,FALSE,,,,,https://www.wikidata.org/wiki/Q28806984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0362-546X,Nonlinear analysis,,http://www.elsevier.com/journals/nonlinear-analysis/0362-546x/guide-for-authors,https://www.journals.elsevier.com/nonlinear-analysis/editorial-board,,https://www.journals.elsevier.com/nonlinear-analysis,FALSE,,,,,https://www.wikidata.org/wiki/Q13901393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0305-750X,World Development,,http://www.elsevier.com/journals/world-development/0305-750x/guide-for-authors,https://www.journals.elsevier.com/world-development/editorial-board,,https://www.journals.elsevier.com/world-development,FALSE,,,,https://twitter.com/worlddevjournal,https://www.wikidata.org/wiki/Q8035641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666-4968,Applications in engineering science,,,,,,FALSE,,,,,https://www.wikidata.org/wiki/Q96703000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095-4956,Journal of Energy Chemistry,,http://www.elsevier.com/journals/journal-of-energy-chemistry/2095-4956/guide-for-authors,https://www.journals.elsevier.com/journal-of-energy-chemistry/editorial-board,,https://www.journals.elsevier.com/journal-of-energy-chemistry,FALSE,,,,,https://www.wikidata.org/wiki/Q62602419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0969-8043,Applied radiation and isotopes,,https://www.elsevier.com/journals/applied-radiation-and-isotopes/0969-8043/guide-for-authors,https://www.journals.elsevier.com/applied-radiation-and-isotopes/editorial-board,,https://www.journals.elsevier.com/applied-radiation-and-isotopes,FALSE,,,,,https://www.wikidata.org/wiki/Q541448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046-2023,Methods,,http://www.elsevier.com/journals/methods/1046-2023/guide-for-authors,https://www.journals.elsevier.com/methods/editorial-board,,https://www.journals.elsevier.com/methods,FALSE,,,,,https://www.wikidata.org/wiki/Q6823859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095-4964,Journal of Integrative Medicine,,http://www.elsevier.com/journals/journal-of-integrative-medicine/2095-4964/guide-for-authors,https://www.journals.elsevier.com/journal-of-integrative-medicine/editorial-board,,https://www.journals.elsevier.com/journal-of-integrative-medicine,FALSE,,,,,https://www.wikidata.org/wiki/Q27724678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
