issn,journal_title,accurate_title,author_instructions,editorial_board,facebook_url,home_page,linkedin_url,society_organization_1,society_organization_2,society_organization_3,society_organization_link_1,society_organization_link_2,society_organization_link_3,twitter_url,wikidata_url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0080-6757,Scandinavian political studies,,https://onlinelibrary.wiley.com/page/journal/14679477/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14679477/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14679477,,Nordic Political Science Association,,,http://nopsa.net/,,,https://twitter.com/scandpolstud,https://www.wikidata.org/wiki/Q15750700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935-4932,The journal of Latin American and Caribbean anthropology,,https://anthrosource.onlinelibrary.wiley.com/hub/journal/19354940/about/author-guidelines,https://anthrosource.onlinelibrary.wiley.com/hub/journal/19354940/editorial-board/editorial-board,,https://anthrosource.onlinelibrary.wiley.com/journal/19354940,,American Anthropological Association,,,http://www.americananthro.org/,,,https://twitter.com/journallatin?lang=en,https://www.wikidata.org/wiki/Q15752869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0543-2499,Medical anthropology newsletter,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27718084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0077-8923,Annals of the New York Academy of Sciences,,https://nyaspubs.onlinelibrary.wiley.com/hub/journal/17496632/author-guidelines.html,https://nyaspubs.onlinelibrary.wiley.com/hub/journal/17496632/editorial-board.html,,https://nyaspubs.onlinelibrary.wiley.com/journal/17496632,,,,,,,,,https://www.wikidata.org/wiki/Q2431664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095-5100,The prostate journal,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96330032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471-3802,Journal of research in special educational needs,,,https://nasenjournals.onlinelibrary.wiley.com/hub/journal/14713802/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14713802,,,,,,,,,https://www.wikidata.org/wiki/Q6295872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537-1735,Nutritional anthropology,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96720358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0108-0202,"Acta pathologica, microbiologica et immunologica Scandinavica",,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27708786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051-2284,Journal of neuroimaging,,https://onlinelibrary.wiley.com/page/journal/15526569/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/15526569/homepage/editorialboard.html,https://www.facebook.com/Journal-of-Neuroimaging-100751184759420/,https://onlinelibrary.wiley.com/journal/15526569,,American Society of Neuroimaging (ASN),,,http://www.asnweb.org/,,,https://twitter.com/jneuroimaging?lang=en,https://www.wikidata.org/wiki/Q15765423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524-8275,Foodservice research international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071-7641,Journal of interior design,,,https://onlinelibrary.wiley.com/page/journal/19391668/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/19391668,,Interior Design Educators Council,,,http://www.idec.org/,,,,https://www.wikidata.org/wiki/Q15754280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911-382X,Accounting perspectives,,,https://onlinelibrary.wiley.com/page/journal/19113838/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/19113838,,,,,,,,,https://www.wikidata.org/wiki/Q4672769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072-7639,The online journal of knowledge synthesis for nursing,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27717386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355-5626,Ambulatory child health,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96325897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554-1142,Academic review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350-7303,Reviews in religion and theology (Print),,https://onlinelibrary.wiley.com/page/journal/14679418/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14679418/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14679418,,,,,,,,,https://www.wikidata.org/wiki/Q53952249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0936-6768,Reproduction in domestic animals,,,https://onlinelibrary.wiley.com/page/journal/14390531/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14390531,,,,,,,,,https://www.wikidata.org/wiki/Q2199452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0022-1821,Journal of industrial economics,,https://onlinelibrary.wiley.com/page/journal/14676451/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14676451/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14676451,,,,,,,,,https://www.wikidata.org/wiki/Q15767161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0897-5957,Cardiovascular drug reviews,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q13455172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0007-1269,British journal of psychology,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15762551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081-650X,Proceedings of the Association of American Physicians,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7247175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753-318X,Journal of flood risk management,,,,,,,,,,,,,https://twitter.com/jfloodriskmgmt,https://www.wikidata.org/wiki/Q15753549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350-4126,Personal relationships,,https://onlinelibrary.wiley.com/page/journal/14756811/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14756811/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14756811,,International Association for Relationship Research (IARR),,,https://iarr.org/,,,,https://www.wikidata.org/wiki/Q15752660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0017-8748,Headache,,https://headachejournal.onlinelibrary.wiley.com/hub/journal/15264610/forauthors.html,,,https://headachejournal.onlinelibrary.wiley.com/,,American Headache Society,,,https://americanheadachesociety.org/,,,https://twitter.com/HeadacheJournal,https://www.wikidata.org/wiki/Q5689497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360-2276,Tropical medicine & international health,,https://onlinelibrary.wiley.com/page/journal/13653156/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/13653156/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/13653156,,Federation of European Societies for Tropical Medicine and International Health,,,http://www.festmih.eu/Page/WebObjects/PageFestE.woa/wa/displayPage?name=Home,,,,https://www.wikidata.org/wiki/Q15765747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0301-0481,H + G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0906-6691,Ecology of freshwater fish,,https://onlinelibrary.wiley.com/page/journal/16000633/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/16000633/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/16000633,,,,,,,,,https://www.wikidata.org/wiki/Q15755686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0962-7375,Transactions of the Royal Microscopical Society,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96738321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0931-2021,"Zentralblatt für Veterinärmedizin. Reihe B, Infectious diseases, immunology, food hygiene, veterinary public health",,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96734350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758-0854,Applied psychology,Applied Psychology: Health and Well-Being,https://iaap-journals.onlinelibrary.wiley.com/hub/journal/17580854/homepage/forauthors.html,https://iaap-journals.onlinelibrary.wiley.com/hub/journal/17580854/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17580854,,International Association of Applied Psychology (IAAP),,,http://www.iaapsy.org/,,,,https://www.wikidata.org/wiki/Q4781567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0040-5825,Theoria,,https://onlinelibrary.wiley.com/page/journal/17552567/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17552567/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17552567,,,,,,,,https://twitter.com/TheoriaE,https://www.wikidata.org/wiki/Q7782382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753-0229,OPEC energy review,,https://onlinelibrary.wiley.com/page/journal/17530237/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17530237/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17530237,,Organization of the Petroleum Exporting Countries,,,http://www.opec.org/opec_web/en/,,,,https://www.wikidata.org/wiki/Q15758326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0363-2792,Image,,,,https://www.facebook.com/ImageJournal/,,https://www.linkedin.com/company/image-journal,,,,,,,https://twitter.com/Image_Journal,https://www.wikidata.org/wiki/Q6002114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0143-5671,Fiscal studies,,https://onlinelibrary.wiley.com/page/journal/14755890/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14755890/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14755890,,Institute for Fiscal Studies,,,https://www.ifs.org.uk/,,,,https://www.wikidata.org/wiki/Q5454385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045-7577,The Latin American anthropology review,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96724355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0169-5150,Agricultural economics,,,https://onlinelibrary.wiley.com/page/journal/15740862/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15740862,,International Association of Agricultural Economists,,,http://www.iaae-agecon.org/,,,,https://www.wikidata.org/wiki/Q3025958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047-1491,The Monthly microscopical journal,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96737328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446-6368,Nutrition & dietetics,,https://onlinelibrary.wiley.com/page/journal/17470080/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17470080/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17470080,,Dietitians Australia,,,http://www.daa.asn.au/,,,,https://www.wikidata.org/wiki/Q15765465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225-4657,Pacific Focus,,https://onlinelibrary.wiley.com/page/journal/19765118/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/19765118/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/19765118,,,,,,,,,https://www.wikidata.org/wiki/Q15764074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0036-0112,Rural sociology,,,https://onlinelibrary.wiley.com/page/journal/15490831/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15490831,,Rural Sociological Society,,,http://ruralsociology.org/,,,,https://www.wikidata.org/wiki/Q15765280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041-210X,Methods in ecology and evolution,,https://besjournals.onlinelibrary.wiley.com/hub/journal/2041210X/author-guidelines,https://besjournals.onlinelibrary.wiley.com/hub/journal/2041210X/editorial-board/editorial-board,,https://besjournals.onlinelibrary.wiley.com/journal/2041210X,,British Ecological Society,,,,,,https://twitter.com/MethodsEcolEvol,https://www.wikidata.org/wiki/Q15710059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0142-5463,International journal of cosmetic science (Print),,https://onlinelibrary.wiley.com/page/journal/14682494/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14682494/homepage/editorialboard.html,https://www.facebook.com/Int.J.CosmeticScience/,https://onlinelibrary.wiley.com/journal/14682494,,Society of Cosmetic Scientists,,,http://www.scs.org.uk/,,,,https://www.wikidata.org/wiki/Q15755008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0028-7113,Transactions of the New York Academy of Sciences,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15766642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075-122X,The breast journal,,,https://onlinelibrary.wiley.com/page/journal/15244741/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15244741,,,,,,,,,https://www.wikidata.org/wiki/Q15749274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0045-0642,The Australian journal of optometry,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27719947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741-1122,Journal of policy and practice in intellectual disabilities,,https://onlinelibrary.wiley.com/page/journal/17411130/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17411130/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17411130,,International Association for the Scientific Study of Intellectual and Developmental Disabilities,,,http://www.iassid.org/,,,,https://www.wikidata.org/wiki/Q15756336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0066-4812,Antipode,,,https://onlinelibrary.wiley.com/page/journal/14678330/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14678330,,,,,,,,,https://www.wikidata.org/wiki/Q4775111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751-5521,International journal of laboratory hematology,,https://onlinelibrary.wiley.com/page/journal/1751553x/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/1751553x/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/1751553X,,International Society of Laboratory Hematology,,,http://www.islh.org/,,,,https://www.wikidata.org/wiki/Q15751320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0301-5661,Community dentistry and oral epidemiology,,,https://onlinelibrary.wiley.com/page/journal/16000528/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/16000528,,,,,,,,,https://www.wikidata.org/wiki/Q15763041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0961-5423,European journal of cancer care,,https://onlinelibrary.wiley.com/page/journal/13652354/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/13652354/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/13652354,,,,,,,,,https://www.wikidata.org/wiki/Q5412710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742-6723,Emergency medicine Australasia,,,https://onlinelibrary.wiley.com/page/journal/17426723/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17426723,,Australasian College for Emergency Medicine,,,https://acem.org.au/,,,,https://www.wikidata.org/wiki/Q5370621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0749-503X,Yeast,,,https://onlinelibrary.wiley.com/page/journal/10970061/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/10970061,,,,,,,,,https://www.wikidata.org/wiki/Q8050997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155-5645,Paediatric anaesthesia,,https://onlinelibrary.wiley.com/page/journal/14609592/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14609592/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14609592,,,,,,,,,https://www.wikidata.org/wiki/Q1921395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0904-2512,Journal of oral pathology & medicine,,,https://onlinelibrary.wiley.com/page/journal/16000714/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/16000714,,,,,,,,,https://www.wikidata.org/wiki/Q15724686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0036-6803,School science and mathematics,,https://onlinelibrary.wiley.com/page/journal/19498594/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/19498594/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/19498594,,School Science and Mathematics Association,,,http://www.ssma.org/,,,,https://www.wikidata.org/wiki/Q15755444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0960-7439,International journal of paediatric dentistry,,https://onlinelibrary.wiley.com/page/journal/1365263x/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/1365263x/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/1365263X,,British Society of Paediatric Dentistry,International Association of Paediatric Dentistry (IAPD),,http://www.bspd.co.uk/,http://www.iapdworld.org/,,,https://www.wikidata.org/wiki/Q15716571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033-6807,R & D management (Print),,,https://onlinelibrary.wiley.com/page/journal/14679310/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14679310,,RADMA,,,https://www.radma.net/,,,,https://www.wikidata.org/wiki/Q15758773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751-9004,Social and personality psychology compass,,https://onlinelibrary.wiley.com/page/journal/17519004/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17519004/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17519004,,,,,,,,,https://www.wikidata.org/wiki/Q15817394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009-3920,Child development,,https://srcd.onlinelibrary.wiley.com/hub/journal/14678624/forauthors.html,https://srcd.onlinelibrary.wiley.com/hub/journal/14678624/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14678624,,The Society for Research in Child Development,,,http://www.srcd.org/,,,,https://www.wikidata.org/wiki/Q5097720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753-5131,Reviews in aquaculture,,https://onlinelibrary.wiley.com/page/journal/17535131/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17535131/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17535131,,,,,,,,https://twitter.com/raqjournal,https://www.wikidata.org/wiki/Q15758988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0011-3069,Curator,CURATORTHE MUSEUM JOURNAL,,https://onlinelibrary.wiley.com/page/journal/21516952/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/21516952,,,,,,,,,https://www.wikidata.org/wiki/Q15716394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053-6779,SVA review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0019-1019,Ibis,,https://onlinelibrary.wiley.comhttps://www.bou.org.uk/ibis/author-guidelines/,https://onlinelibrary.wiley.com/page/journal/1474919x/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/1474919X,,British Ornithologists' Union,,,http://www.bou.org.uk/,,,,https://www.wikidata.org/wiki/Q1666662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0020-8582,International review of mission,,https://onlinelibrary.wiley.com/page/journal/17586631/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17586631/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17586631,,World Council of Churches,,,http://www.oikoumene.org/,,,,https://www.wikidata.org/wiki/Q15761102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0726-4240,Australian journal on ageing,,,,,,,,,,,,,https://twitter.com/ageingj,https://www.wikidata.org/wiki/Q27716881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751-7885,Early intervention in psychiatry,,https://onlinelibrary.wiley.com/page/journal/17517893/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17517893/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17517893,,IEPA Early Intervention in Mental Health Inc,,,http://iepa.org.au/,,,,https://www.wikidata.org/wiki/Q15761928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0028-646X,New phytologist,,,https://nph.onlinelibrary.wiley.com/hub/journal/14698137/editorial-board/editorial-board,,https://nph.onlinelibrary.wiley.com/journal/14698137,,,,,,,,,https://www.wikidata.org/wiki/Q13548580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0965-7576,Review of international economics (Print),,https://onlinelibrary.wiley.com/page/journal/14679396/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14679396/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14679396,,,,,,,,,https://www.wikidata.org/wiki/Q15761904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0730-7659,Birth,,https://onlinelibrary.wiley.com/page/journal/1523536x/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/1523536x/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/1523536X,,,,,,,,,https://www.wikidata.org/wiki/Q15753456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024-7890,Migración (Ginebra),,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96730166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081-1710,Journal of vector ecology,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15759325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0375-0418,Proceedings of the Royal Entomological Society of London,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96729175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350-1925,Neurogastroenterology and motility (Print),,https://onlinelibrary.wiley.com/page/journal/13652982/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/13652982/homepage/editorialboard.html,https://www.facebook.com/NGMJournal/,https://onlinelibrary.wiley.com/journal/13652982,,European Society of Neurogastroenterology and Motility,American Neurogastroenterology and Motility Society,,http://www.esnm.eu/,http://www.motilitysociety.org/,,https://twitter.com/ngmjournal?lang=en,https://www.wikidata.org/wiki/Q15767493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476-4431,Journal of veterinary emergency and critical care,,https://onlinelibrary.wiley.com/page/journal/14764431/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/14764431/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14764431,,Veterinary Emergency and Critical Care Society,,,http://www.veccs.org/,,,,https://www.wikidata.org/wiki/Q15758005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0890-765X,The Journal of rural health,,https://onlinelibrary.wiley.com/page/journal/17480361/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17480361/homepage/editorialboard.html,https://m.facebook.com/profile.php?id=267335040300427&__tn__=%2As-R,https://onlinelibrary.wiley.com/journal/17480361,,National Rural Health Association,,,http://www.ruralhealthweb.org/,,,https://twitter.com/JRuralHealth,"https://www.wikidata.org/wiki/Q15764712""35O6H0UNLRFQOW5FRVZM2V4L8CRJ5S",Use the issn and journal title to find additional information,"data collection, website, data extraction",$1.20,Wed Apr 14 14:52:48 PDT 2021,1,BatchId:4408301;OriginalHitTemplateId:928390855;,900,259200,Wed Apr 21 14:52:48 PDT 2021,,,3HFNH7HEMHD7D0W6TJ7ORC2JK42GQ0,A2FV0CMG9S8CU0,Submitted,Wed Apr 14 18:48:06 PDT 2021,Wed Apr 14 18:48:39 PDT 2021,Sat Apr 17 18:48:39 PDT 2021,,,,33,100% (890/890),100% (890/890),0% (0/0),0179-9770,Zeitschrift für Tierzüchtung und Züchtungsbiologie einschliesslich Tierernährung,,,,,,FALSE,TRUE,FALSE,,,,,,,,,FALSE,https://www.wikidata.org/wiki/Q96734311
0268-1064,Mind & language,,,https://onlinelibrary.wiley.com/page/journal/14680017/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/14680017,,,,,,,,,https://www.wikidata.org/wiki/Q6863430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058-8183,Veterinary radiology & ultrasound,,,https://onlinelibrary.wiley.com/page/journal/17408261/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17408261,,American College of Veterinary Radiology,,,http://www.acvr.org/,,,,https://www.wikidata.org/wiki/Q15761007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0144-1795,Journal of autonomic pharmacology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0369-4879,Nordiskt medicinskt arkiv,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q80452818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041-1286,International journal of applied glass science,,https://ceramics.onlinelibrary.wiley.com/hub/journal/20411294/homepage/author_instructions,https://ceramics.onlinelibrary.wiley.com/hub/journal/20411294/homepage/editorialboard,,https://ceramics.onlinelibrary.wiley.com/journal/20411294,,American Ceramic Society,,,https://ceramics.org/,,,,https://www.wikidata.org/wiki/Q56760380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0966-0410,Health & social care in the community,,,https://onlinelibrary.wiley.com/page/journal/13652524/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/13652524,,,,,,,,,https://www.wikidata.org/wiki/Q15750815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757-5664,LUTS,,,https://onlinelibrary.wiley.com/page/journal/17575672/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17575672,,,,,,,,,https://www.wikidata.org/wiki/Q27723063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
