issn,journal_title,accurate_title,author_instructions,editorial_board,facebook_url,home_page,linkedin_url,society_organization_1,society_organization_2,society_organization_link_1,society_organization_link_2,society_organization_3,society_organization_link_3,twitter_url,wikidata_url
1793-6292,Coastal engineering journal,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tcej20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tcej20,,https://www.tandfonline.com/toc/tcej20/current,,Japan Society of Civil Engineers,,http://www.jsce-int.org/,,,,,https://www.wikidata.org/wiki/Q5138282
0077-6297,Ñawpa pacha,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ynaw20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ynaw20,https://www.facebook.com/NawpaPacha/,https://www.tandfonline.com/toc/ynaw20/current,,Institute of Andean Studies,,http://www.instituteofandeanstudies.org/,,,,,https://www.wikidata.org/wiki/Q28867805
1479-7585,Journal for cultural research,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rcuv20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rcuv20,,https://www.tandfonline.com/toc/rcuv20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15765327
0039-6338,Survival,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tsur20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tsur20,,https://www.tandfonline.com/toc/tsur20/current,,International Institute for Strategic Studies,,https://www.iiss.org/,,,,,https://www.wikidata.org/wiki/Q7647172
0306-2848,Newsletter - Indonesia Circle. School of Oriental & African Studies,,,,,,,,,,,,,,
0011-1619,Critique,Critique: Studies in Contemporary Fiction,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=vcrt20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=vcrt20,,https://www.tandfonline.com/toc/vcrt20/current,,,,,,,,,https://www.wikidata.org/wiki/Q3059502
0803-9410,Forum for development studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=sfds20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=sfds20,,https://www.tandfonline.com/toc/sfds20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15817263
1089-4195,Clinical bulletin of myofascial therapy,,,,,https://www.tandfonline.com/toc/wzcb20/current,,,,,,,,,https://www.wikidata.org/wiki/Q96330929
1369-1058,"Culture, health & sexuality",,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tchs20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tchs20,,https://www.tandfonline.com/toc/tchs20/current,,,,,,,,,https://www.wikidata.org/wiki/Q5193459
1550-2716,Leukos,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ulks20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ulks20,,https://www.tandfonline.com/toc/ulks20/current,,,,,,,,,https://www.wikidata.org/wiki/Q18691706
1475-3820,Bulletin of Spanish studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=cbhs20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=cbhs20,,https://www.tandfonline.com/toc/cbhs20/current,,,,,,,,,https://www.wikidata.org/wiki/Q96698111
0210-9395,Estudios de psicología,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27727084
0161-5246,Issues in health care of women,,,,,https://www.tandfonline.com/toc/uhcw19/current,,,,,,,,,https://www.wikidata.org/wiki/Q27711328
1608-1625,Asia-Pacific journal of accounting & economics,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=raae20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=raae20,,https://www.tandfonline.com/toc/raae20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15750561
0020-7160,International journal of computer mathematics,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=gcom20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=gcom20,,https://www.tandfonline.com/toc/gcom20/current,,,,,,,,https://twitter.com/intjnlcompmaths,https://www.wikidata.org/wiki/Q13359486
1937-0679,Journal of Middle Eastern and Islamic studies in Asia,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96718848
0889-311X,Crystallography reviews,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=gcry20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=gcry20,,https://www.tandfonline.com/toc/gcry20/current,,,,,,,,https://twitter.com/crystrev,https://www.wikidata.org/wiki/Q5191442
0269-2171,International review of applied economics,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=cira20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=cira20,,https://www.tandfonline.com/toc/cira20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15754222
1356-3467,New political economy,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=cnpe20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=cnpe20,,https://www.tandfonline.com/toc/cnpe20/current,,,,,,,,,https://www.wikidata.org/wiki/Q2631646
1066-9868,Journal of East-West business,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=wjeb20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=wjeb20,,https://www.tandfonline.com/toc/wjeb20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15746352
2326-7232,"Journal of the American Association for Health, Physical Education, and Recreation",,,,,https://www.tandfonline.com/toc/ujrd17/current,,,,,,,,,https://www.wikidata.org/wiki/Q96723998
1465-6566,Expert opinion on pharmacotherapy,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ieop20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ieop20,,https://www.tandfonline.com/toc/ieop20/current,,,,,,,,,https://www.wikidata.org/wiki/Q5421212
0737-0008,Cognition and instruction,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=hcgi20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=hcgi20,https://www.facebook.com/cognitionandinstruction/,https://www.tandfonline.com/toc/hcgi20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15749525
1937-8629,Engineering studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=test20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=test20,,https://www.tandfonline.com/toc/test20/current,,International Network for Engineering Studies (INES),,https://inesweb.org/,,,,https://twitter.com/engrstudies,https://www.wikidata.org/wiki/Q15817845
0065-955X,American orthoptic journal,,,,,https://www.tandfonline.com/toc/uaoj20/current,,,,,,,,,https://www.wikidata.org/wiki/Q26841951
1550-5170,Journal of curriculum and pedagogy,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ujcp20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ujcp20,https://www.facebook.com/journalofcurriculumandpedagogy/,https://www.tandfonline.com/toc/ujcp20/current,,Curriculum and Pedagogy Group,,http://www.curriculumandpedagogy.org/,,,,,https://www.wikidata.org/wiki/Q15762692
2326-8743,Porn studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rprn20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rprn20,,https://www.tandfonline.com/toc/rprn20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15703315
2151-4399,Chinese literature today,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=uclt20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=uclt20,,https://www.tandfonline.com/toc/uclt20/current,,,,,,,,,https://www.wikidata.org/wiki/Q63871593
0080-6765,Scando-slavica,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ssla20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ssla20,https://www.facebook.com/Scando-Slavica-735122730168954/,https://www.tandfonline.com/toc/ssla20/current,,,,,,,,https://twitter.com/scandoslavica,https://www.wikidata.org/wiki/Q10662410
0962-029X,Journal of information technology for teacher education,,,,,https://www.tandfonline.com/toc/rtpe19/current,,,,,,,,,
1553-118X,International journal of strategic communication,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=hstc20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=hstc20,https://www.facebook.com/pages/category/Local-Business/International-Journal-of-Strategic-Communication-1710722382281495/,https://www.tandfonline.com/toc/hstc20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15750656
1079-6126,Journal of children & poverty,,,,,https://www.tandfonline.com/toc/cjcp20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15766750
0974-4061,Africa review,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rafr20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rafr20,,https://www.tandfonline.com/toc/rafr20/current,,African Studies Association of India,,http://www.africanstudies.in/,,,,,https://www.wikidata.org/wiki/Q60330914
1364-2529,Rethinking history,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rrhi20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rrhi20,,https://www.tandfonline.com/toc/rrhi20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15754673
2381-5639,Energy and policy research,,,,,https://www.tandfonline.com/toc/uetp21/current,,,,,,,,,https://www.wikidata.org/wiki/Q50817287
1753-1055,Journal of Eastern African studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rjea20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rjea20,,https://www.tandfonline.com/toc/rjea20/current,,British Institute in Eastern Africa,,http://www.biea.ac.uk/,,,,https://twitter.com/jeasjournal?lang=en,https://www.wikidata.org/wiki/Q15816621
1461-6688,Tourism geographies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rtxg20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rtxg20,https://www.facebook.com/TGeography/,https://www.tandfonline.com/toc/rtxg20/current,,,,,,,,https://twitter.com/tourismjournal,https://www.wikidata.org/wiki/Q15751423
1477-7622,Astropolitics,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=fast20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=fast20,,https://www.tandfonline.com/toc/fast20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15756219
0741-8825,Justice quarterly,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rjqy20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rjqy20,,https://www.tandfonline.com/toc/rjqy20/current,,Academy of Criminal Justice Sciences (ACJS),,http://www.acjs.org/,,,,,https://www.wikidata.org/wiki/Q15753439
1751-8423,Developmental neurorehabilitation,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ipdr20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ipdr20,,https://www.tandfonline.com/toc/ipdr20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15709981
1040-2659,Peace review,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=cper20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=cper20,,https://www.tandfonline.com/toc/cper20/current,,,,,,,,,https://www.wikidata.org/wiki/Q7157428
2167-2857,Astronomical review,,,,,https://www.tandfonline.com/toc/tare20/current,,,,,,,,,https://www.wikidata.org/wiki/Q7714767
1054-3406,Journal of biopharmaceutical statistics,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=lbps20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=lbps20,,https://www.tandfonline.com/toc/lbps20/current,https://www.linkedin.com/in/journal-of-biopharmaceutical-statistics-jbiopharmstat-6178a7197,,,,,,,https://twitter.com/JBiopharmaStats,https://www.wikidata.org/wiki/Q15764587
1474-6700,Theology and science,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rtas20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rtas20,,https://www.tandfonline.com/toc/rtas20/current,,Center for Theology and the Natural Sciences,,https://www.ctns.org/,,,,,https://www.wikidata.org/wiki/Q7782240
0275-7540,Chemistry in ecology,Chemistry and Ecology,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=gche20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=gche20,,https://www.tandfonline.com/toc/gche20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15817258
1442-7591,Journal of occupational science,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rocc20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rocc20,,https://www.tandfonline.com/toc/rocc20/current,,,,,,,,https://twitter.com/joccsci?lang=en,https://www.wikidata.org/wiki/Q15753635
1923-5003,Iridescent,Communication Design,,,,https://www.tandfonline.com/toc/rfcd20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15816984
1087-5301,Internet reference services quarterly,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=wirs20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=wirs20,,https://www.tandfonline.com/toc/wirs20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15749551
1558-3058,International journal of architectural heritage,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=uarc20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=uarc20,,https://www.tandfonline.com/toc/uarc20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15816694
0140-2390,The Journal of strategic studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=fjss20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=fjss20,https://facebook.com/strategicjournal/,https://www.tandfonline.com/toc/fjss20/current,,,,,,,,https://twitter.com/jststs,https://www.wikidata.org/wiki/Q6295971
0887-0446,Psychology & health,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=gpsh20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=gpsh20,,https://www.tandfonline.com/toc/gpsh20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15759203
1058-5397,Report on the Americas,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96717568
0898-1507,Lasers in engineering,,,,,https://www.tandfonline.com/toc/glen20/current,,,,,,,,,https://www.wikidata.org/wiki/Q96331121
1682-6108,Southern African journal of child and adolescent mental health,,,,,https://www.tandfonline.com/toc/rcmh19/current,,,,,,,,,https://www.wikidata.org/wiki/Q96732182
1068-3402,Rorschach research exchange and journal of projective techniques,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27721652
2040-7211,Critical African studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rcaf20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rcaf20,,https://www.tandfonline.com/toc/rcaf20/current,,,,,,,,,https://www.wikidata.org/wiki/Q28841197
0033-7579,Radiation effects,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q27714932
0196-9722,Cybernetics and systems,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ucbs20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ucbs20,,https://www.tandfonline.com/toc/ucbs20/current,,,,,,,,,https://www.wikidata.org/wiki/Q5197822
1469-7017,Journal of change management,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rjcm20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rjcm20,,https://www.tandfonline.com/toc/rjcm20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15761867
0021-1915,Isotopenpraxis,,,,,,,,,,,,,,
1939-8441,Qualitative research in sport and exercise,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rqrs21,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rqrs21,,https://www.tandfonline.com/toc/rqrs21/current,,,,,,,,https://twitter.com/QualiSEH,https://www.wikidata.org/wiki/Q15816388
2332-2039,Cogent economics & finance,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=oaef20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=oaef20,,https://www.tandfonline.com/toc/oaef20/current,,,,,,,,,https://www.wikidata.org/wiki/Q50816981
0950-0839,Philosophical magazine letters,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tphl20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tphl20,,https://www.tandfonline.com/toc/tphl20/current,,,,,,,,,https://www.wikidata.org/wiki/Q2197179
0096-820X,American Industrial Hygiene Association quarterly,,,,,https://www.tandfonline.com/toc/aihq20/current,,,,,,,,,https://www.wikidata.org/wiki/Q23928790
0009-4625,Chinese sociology and anthropology,,,,,https://www.tandfonline.com/toc/mcsa19/current,,,,,,,,,https://www.wikidata.org/wiki/Q15766717
1945-2829,Journal of human development and capabilities,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=cjhd20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=cjhd20,,https://www.tandfonline.com/toc/cjhd20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15751028
1745-7823,Ethnography and education,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=reae20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=reae20,,https://www.tandfonline.com/toc/reae20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15760166
0954-416X,African languages and cultures,,,,,https://www.tandfonline.com/toc/cjac19/current,,,,,,,,,https://www.wikidata.org/wiki/Q29043909
1522-8053,Journal of information technology cases and applications,Journal of Information Technology Case and Application Research,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=utca20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=utca20,,https://www.tandfonline.com/toc/utca20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15760495
1556-7036,Energy sources,"Energy Sources, Part A: Recovery, Utilization, and Environmental Effects",https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ueso20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ueso20,,https://www.tandfonline.com/toc/ueso20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15762116
0897-5930,Journal of teaching in international business,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=wtib20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=wtib20,,https://www.tandfonline.com/toc/wtib20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15764729
1031-461X,Australian historical studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rahs20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rahs20,https://www.facebook.com/AustralianHistoricalStudies/,https://www.tandfonline.com/toc/rahs20/current,,,,,,,,https://twitter.com/ahsjournal,https://www.wikidata.org/wiki/Q15761696
1358-684X,Changing English,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ccen20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ccen20,,https://www.tandfonline.com/toc/ccen20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15759951
1366-9877,Journal of risk research,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rjrr20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rjrr20,,https://www.tandfonline.com/toc/rjrr20/current,,,,,,,,https://twitter.com/jofriskresearch?lang=en,https://www.wikidata.org/wiki/Q15756559
1361-4576,The new review of information networking,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rinn20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rinn20,,https://www.tandfonline.com/toc/rinn20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15753501
1522-6514,International journal of phytoremediation,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=bijp20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=bijp20,,https://www.tandfonline.com/toc/bijp20/current,,Association for Environmental Health and Science,International Phytotechnology Society,http://www.aehsfoundation.org/,http://www.phytosociety.org/,,,,https://www.wikidata.org/wiki/Q15763537
0038-0237,Sociological focus,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=usfo20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=usfo20,https://www.facebook.com/SociologicalFocus/,https://www.tandfonline.com/toc/usfo20/current,,North Central Sociological Association,,http://www.ncsanet.org/,,,,https://twitter.com/sociofocus?lang=en,https://www.wikidata.org/wiki/Q15817029
0882-1127,American journalism,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=uamj20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=uamj20,,https://www.tandfonline.com/toc/uamj20/current,,American Journalism Historians Association,,https://ajha.wildapricot.org/,,,,,https://www.wikidata.org/wiki/Q15745318
0305-215X,Engineering optimization,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=geno20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=geno20,,https://www.tandfonline.com/toc/geno20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15760745
1037-6178,Contemporary nurse,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rcnj20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rcnj20,,https://www.tandfonline.com/toc/rcnj20/current,,,,,,,,https://twitter.com/advcontnurs?lang=en,https://www.wikidata.org/wiki/Q15761570
0205-2067,Biotehnologiâ & Biotehnika (1986),,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q96696498
0958-9236,Journal of gender studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=cjgs20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=cjgs20,,https://www.tandfonline.com/toc/cjgs20/current,,,,,,,,https://twitter.com/gender_journal,https://www.wikidata.org/wiki/Q6295244
1091-1332,Journal of maintenance in the addictions,,,,,https://www.tandfonline.com/toc/wjma20/current,,,,,,,,,https://www.wikidata.org/wiki/Q27723579
2376-2004,Global health communication,,,,,https://www.tandfonline.com/toc/ughc20/current,,,,,,,,,https://www.wikidata.org/wiki/Q27727577
1023-666X,IJPAC. International journal of polymer analysis and characterization (Print),International journal of polymer analysis and characterization,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=gpac20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=gpac20,,https://www.tandfonline.com/toc/gpac20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15817675
1532-3269,Journal of hospital librarianship,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=whos20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=whos20,,https://www.tandfonline.com/toc/whos20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15814353
1757-7632,The journal of media law (Print),Journal of media law,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rjml20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rjml20,,https://www.tandfonline.com/toc/rjml20/current,,,,,,,,,https://www.wikidata.org/wiki/Q7743598
0149-5739,Journal of thermal stresses,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=uths20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=uths20,,https://www.tandfonline.com/toc/uths20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15763747
1060-1333,Clinical research and regulatory affairs,,,,,https://www.tandfonline.com/toc/icrr20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15758058
0927-3948,Ocular immunology and inflammation,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ioii20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ioii20,,https://www.tandfonline.com/toc/ioii20/current,,International Uveitis Study Group,,https://www.iusg.net/,,,,,https://www.wikidata.org/wiki/Q15760486
0748-7630,"Journal of reading, writing, and learning disabilities, international",,,,,https://www.tandfonline.com/toc/urwl19/current,,,,,,,,,https://www.wikidata.org/wiki/Q96721889
1941-5257,Professional development in education,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rjie20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rjie20,,https://www.tandfonline.com/toc/rjie20/current,,International Professional Development Association (IPDA),,http://www.ipda.org.uk/,,,,https://twitter.com/PDiEjournal,
0906-4710,Acta agriculturæ Scandinavica,"Acta Agriculturae Scandinavica, Section B — Soil & Plant Science",https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=sagb20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=sagb20,,https://www.tandfonline.com/toc/sagb20/current,,,,,,,,,https://www.wikidata.org/wiki/Q13428259
1042-6914,Materials and manufacturing processes,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=lmmp20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=lmmp20,,https://www.tandfonline.com/toc/lmmp20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15750449
0193-0826,Journal of library administration,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=wjla20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=wjla20,,https://www.tandfonline.com/toc/wjla20/current,,,,,,,,,https://www.wikidata.org/wiki/Q6295443
1535-7449,Indicators,,,,,https://www.tandfonline.com/toc/mzsh20/current,,,,,,,,,https://www.wikidata.org/wiki/Q96708749
0590-8191,CRC critical reviews in clinical laboratory sciences,,,,,https://www.tandfonline.com/toc/ilab19/current,,,,,,,,,https://www.wikidata.org/wiki/Q27710552
2168-0566,Transportmetrica,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ttra21,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ttra21,,https://www.tandfonline.com/toc/ttra21/current,,Hong Kong Society for Transportation Studies,,http://www.hksts.org/,,,,,https://www.wikidata.org/wiki/Q15767337
0890-3069,Arid soil research and rehabilitation,,,,,https://www.tandfonline.com/toc/uasr19/current,,,,,,,,,
1530-9576,Public performance & management review,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=mpmr20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=mpmr20,,https://www.tandfonline.com/toc/mpmr20/current,,,,,,,,https://twitter.com/ppmr_journal,https://www.wikidata.org/wiki/Q15716400
0892-3973,Immunopharmacology and immunotoxicology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iipi20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=iipi20,,https://www.tandfonline.com/toc/iipi20/current,,,,,,,,,https://www.wikidata.org/wiki/Q4200316
1380-3395,"Neuropsychology, development, and cognition",,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15764818
0363-0269,Hemoglobin,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ihem20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ihem20,,https://www.tandfonline.com/toc/ihem20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15752077
2331-1835,Cogent mathematics,RMS: Research in Mathematics & Statistics,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=oama22,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=oama22,,https://www.tandfonline.com/toc/oama22/current,,,,,,,,https://twitter.com/rmsresmathstats,https://www.wikidata.org/wiki/Q50816990
